Selected,player,player_id,season,lg,age,team,pos,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,e_fg_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
No Yes,string,string,continuous,ABA NBA,continuous,2TM 3TM 4TM 5TM ANA ATL BAL BLB BOS BRK BUF CAP CAR CHA CHH CHI CHO CHP CHZ CIN CLE DAL DEN DET DLC DNA DNR FLO FTW GSW HOU HSM INA IND INO KCK KCO KEN LAC LAL LAS MEM MIA MIL MIN MLH MMF MMP MMS MMT MNL MNM MNP NJA NJN NOB NOH NOJ NOK NOP NYA NYK NYN OAK OKC ORL PHI PHO PHW POR PTC PTP ROC SAA SAC SAS SDA SDC SDR SDS SEA SFW SSL STL SYR TEX TOR UTA UTS VAN VIR WAS WSA WSB,C PF PG SF SG,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
class,meta,meta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Álex Abrines,abrinal01,2017,NBA,23,OKC,SG,68,6,1055,4.6,11.6,0.393,3.2,8.4,0.381,1.4,3.2,0.426,0.531,1.5,1.7,0.898,0.6,2.3,2.9,1.4,1.3,0.3,1.1,3.9,13.9
No,Quincy Acy,acyqu01,2017,NBA,26,2TM,PF,38,1,558,4.5,11.0,0.412,2.4,5.8,0.411,2.1,5.2,0.413,0.521,2.9,3.9,0.750,1.3,6.1,7.4,1.2,0.9,1.0,1.4,4.3,14.3
No,Quincy Acy,acyqu01,2017,NBA,26,DAL,PF,6,0,48,3.7,12.7,0.294,0.7,5.2,0.143,3.0,7.5,0.400,0.324,1.5,2.3,0.667,1.5,4.5,6.0,0.0,0.0,0.0,1.5,6.8,9.7
No,Quincy Acy,acyqu01,2017,NBA,26,BRK,PF,32,1,510,4.6,10.8,0.425,2.5,5.9,0.434,2.0,4.9,0.414,0.542,3.0,4.0,0.754,1.3,6.3,7.6,1.3,1.0,1.1,1.3,4.1,14.8
No,Steven Adams,adamsst01,2017,NBA,23,OKC,C,80,80,2389,5.6,9.9,0.571,0.0,0.0,0.000,5.6,9.9,0.572,0.571,2.4,3.9,0.611,4.2,5.0,9.2,1.3,1.3,1.2,2.2,2.9,13.6
No,Arron Afflalo,afflaar01,2017,NBA,31,SAC,SG,61,45,1580,4.2,9.6,0.440,1.4,3.4,0.411,2.8,6.1,0.457,0.514,1.9,2.1,0.892,0.2,2.6,2.8,1.8,0.5,0.1,1.0,2.4,11.7
No,Alexis Ajinça,ajincal01,2017,NBA,28,NOP,C,39,15,584,5.5,11.0,0.500,0.0,0.2,0.000,5.5,10.7,0.511,0.500,1.8,2.5,0.725,2.8,8.1,10.9,0.7,1.2,1.4,1.9,4.7,12.8
No,Cole Aldrich,aldrico01,2017,NBA,28,MIN,C,62,0,531,3.1,5.8,0.523,0.0,0.0,,3.1,5.8,0.523,0.523,1.0,1.5,0.682,3.5,7.3,10.7,1.7,1.7,1.6,1.2,5.8,7.1
No,LaMarcus Aldridge,aldrila01,2017,NBA,31,SAS,PF,72,72,2335,7.7,16.2,0.477,0.4,0.9,0.411,7.4,15.3,0.480,0.488,3.4,4.2,0.812,2.7,5.4,8.1,2.1,0.7,1.4,1.5,2.4,19.2
No,Lavoy Allen,allenla01,2017,NBA,27,IND,PF,61,5,871,3.2,6.9,0.458,0.0,0.0,0.000,3.2,6.9,0.461,0.458,1.0,1.4,0.697,4.3,4.7,9.1,2.4,0.7,1.0,1.2,3.2,7.3
No,Tony Allen,allento01,2017,NBA,35,MEM,SG,71,66,1914,5.2,11.2,0.461,0.3,1.0,0.278,4.9,10.2,0.479,0.473,1.5,2.4,0.615,3.1,4.2,7.4,1.8,2.2,0.5,1.9,3.3,12.1
No,Al-Farouq Aminu,aminual01,2017,NBA,26,POR,PF,61,25,1773,3.7,9.5,0.393,1.4,4.3,0.330,2.3,5.2,0.445,0.468,1.9,2.8,0.706,1.6,7.6,9.2,2.0,1.2,0.9,1.9,2.1,10.8
No,Alan Anderson,anderal01,2017,NBA,34,LAC,SF,30,0,308,3.5,9.4,0.375,1.6,5.1,0.318,1.9,4.2,0.444,0.463,1.4,1.9,0.750,0.4,2.5,2.8,1.3,0.4,0.0,0.8,4.1,10.1
No,Chris Andersen,anderch01,2017,NBA,38,CLE,C,12,0,114,2.8,6.9,0.409,0.0,0.9,0.000,2.8,6.0,0.474,0.409,3.2,4.4,0.714,2.8,6.9,9.8,1.6,1.6,2.2,1.6,6.3,8.8
No,Justin Anderson,anderju01,2017,NBA,23,2TM,SF,75,10,1228,5.5,12.9,0.424,1.7,5.7,0.299,3.8,7.2,0.522,0.490,3.0,3.8,0.791,2.0,5.2,7.2,1.9,1.2,0.7,1.9,3.2,15.6
No,Justin Anderson,anderju01,2017,NBA,23,DAL,SF,51,2,710,5.6,14.0,0.401,1.9,6.2,0.303,3.8,7.9,0.477,0.468,3.5,4.5,0.795,2.0,5.6,7.6,1.6,1.4,0.8,2.0,3.2,16.7
No,Justin Anderson,anderju01,2017,NBA,23,PHI,SF,24,8,518,5.2,11.3,0.463,1.5,5.0,0.292,3.8,6.3,0.600,0.528,2.2,2.8,0.780,2.1,4.6,6.7,2.4,0.9,0.5,1.8,3.1,14.1
No,Kyle Anderson,anderky01,2017,NBA,23,SAS,SF,72,14,1020,3.3,7.4,0.445,0.5,1.4,0.375,2.8,6.0,0.462,0.481,1.6,2.0,0.789,1.2,6.2,7.3,3.2,1.8,0.9,1.4,2.2,8.7
No,Ryan Anderson,anderry01,2017,NBA,28,HOU,PF,72,72,2116,5.5,13.2,0.418,3.5,8.6,0.403,2.0,4.5,0.446,0.550,2.2,2.6,0.860,1.9,3.7,5.6,1.2,0.5,0.2,0.9,2.4,16.7
No,Giannis Antetokounmpo,antetgi01,2017,NBA,22,MIL,SF,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,0.541,6.0,7.7,0.770,1.8,7.1,8.9,5.5,1.7,1.9,3.0,3.1,23.2
No,Carmelo Anthony,anthoca01,2017,NBA,32,NYK,SF,74,74,2538,8.5,19.7,0.433,2.1,6.0,0.359,6.4,13.7,0.466,0.488,4.3,5.2,0.833,0.9,5.3,6.2,3.0,0.9,0.5,2.2,2.8,23.5
No,Joel Anthony,anthojo01,2017,NBA,34,SAS,C,19,0,122,3.0,4.7,0.625,0.0,0.0,,3.0,4.7,0.625,0.625,1.5,2.4,0.625,2.4,6.8,9.1,0.9,0.6,1.8,1.2,3.2,7.4
No,Trevor Ariza,arizatr01,2017,NBA,31,HOU,SF,80,80,2773,4.2,10.4,0.409,2.5,7.2,0.344,1.8,3.2,0.556,0.528,1.2,1.6,0.738,0.7,5.2,5.9,2.3,1.9,0.3,0.9,1.7,12.2
No,Metta World Peace,artesro01,2017,NBA,37,LAL,SF,25,2,160,4.3,15.3,0.279,2.0,8.6,0.237,2.3,6.8,0.333,0.346,2.3,3.6,0.625,1.1,3.4,4.5,2.5,2.3,0.5,1.6,4.1,12.8
No,Darrell Arthur,arthuda01,2017,NBA,28,DEN,PF,41,7,639,5.4,12.1,0.442,3.0,6.6,0.453,2.4,5.5,0.429,0.565,1.1,1.2,0.864,1.4,4.9,6.3,2.4,1.1,1.2,2.0,4.3,14.8
No,Ömer Aşık,asikom01,2017,NBA,30,NOP,C,31,19,482,2.3,4.9,0.477,0.0,0.0,,2.3,4.9,0.477,0.477,1.7,2.9,0.590,3.6,8.6,12.2,1.1,0.4,0.7,1.0,3.8,6.3
No,D.J. Augustin,augusdj01,2017,NBA,29,ORL,PG,78,20,1538,4.6,12.1,0.377,2.2,6.4,0.347,2.3,5.7,0.412,0.469,3.1,3.8,0.814,0.4,2.4,2.7,4.9,0.7,0.0,2.1,2.4,14.4
No,Luke Babbitt,babbilu01,2017,NBA,27,MIA,SF,68,55,1065,3.8,9.5,0.402,2.9,7.1,0.414,0.9,2.4,0.366,0.557,0.4,0.5,0.733,0.4,4.4,4.8,1.2,0.7,0.4,0.8,4.0,11.0
No,Ron Baker,bakerro01,2017,NBA,23,NYK,SG,52,13,857,3.4,9.1,0.378,1.0,3.6,0.267,2.5,5.5,0.450,0.431,1.2,1.8,0.651,0.5,3.6,4.1,4.5,1.4,0.3,2.4,3.1,9.0
No,Wade Baldwin,baldwwa01,2017,NBA,20,MEM,PG,33,1,405,3.2,10.2,0.313,0.3,2.0,0.136,2.9,8.3,0.355,0.326,2.8,3.3,0.838,1.0,3.1,4.1,5.4,1.6,0.6,3.5,3.6,9.4
No,Leandro Barbosa,barbole01,2017,NBA,34,PHO,SG,67,0,963,6.4,14.7,0.439,1.3,3.7,0.357,5.1,11.0,0.466,0.483,1.5,1.7,0.889,0.6,3.3,3.9,3.0,1.2,0.3,1.8,3.1,15.7
No,J.J. Barea,bareajo01,2017,NBA,32,DAL,PG,35,6,771,6.6,16.0,0.414,2.5,6.9,0.358,4.2,9.1,0.456,0.491,2.1,2.4,0.863,0.4,3.5,3.9,9.0,0.7,0.0,2.9,1.4,17.8
No,Harrison Barnes,barneha02,2017,NBA,24,DAL,PF,79,79,2803,7.7,16.4,0.468,1.0,2.9,0.351,6.7,13.6,0.492,0.498,3.1,3.6,0.861,1.2,3.9,5.1,1.5,0.8,0.2,1.3,1.6,19.5
No,Matt Barnes,barnema02,2017,NBA,36,2TM,SF,74,18,1777,3.7,9.6,0.391,1.8,5.3,0.331,2.0,4.3,0.467,0.483,1.4,1.8,0.787,1.4,6.4,7.8,4.0,1.0,0.5,2.2,3.7,10.7
No,Matt Barnes,barnema02,2017,NBA,36,SAC,SF,54,13,1367,3.9,10.1,0.384,1.8,5.6,0.327,2.1,4.5,0.453,0.474,1.3,1.7,0.758,1.4,6.3,7.7,4.0,0.9,0.4,2.2,3.6,10.9
No,Matt Barnes,barnema02,2017,NBA,36,GSW,SF,20,5,410,3.3,7.9,0.422,1.6,4.6,0.346,1.8,3.3,0.526,0.522,1.8,2.0,0.870,1.3,6.7,8.0,4.0,1.1,0.8,2.1,4.1,10.0
No,Will Barton,bartowi01,2017,NBA,26,DEN,SG,60,19,1705,6.2,14.1,0.443,1.8,5.0,0.370,4.4,9.1,0.483,0.508,3.0,4.0,0.753,1.2,4.2,5.5,4.3,1.0,0.6,2.0,2.3,17.3
No,Brandon Bass,bassbr01,2017,NBA,31,LAC,PF,52,0,577,6.7,11.6,0.575,0.1,0.2,0.333,6.6,11.4,0.579,0.578,4.8,5.5,0.875,2.7,5.4,8.0,1.3,0.9,0.7,1.8,2.8,18.2
No,Nicolas Batum,batumni01,2017,NBA,28,CHO,SG,77,77,2617,5.4,13.4,0.403,1.9,5.6,0.333,3.5,7.8,0.453,0.472,3.3,3.9,0.856,0.6,6.0,6.6,6.3,1.2,0.4,2.7,1.5,16.0
No,Jerryd Bayless,bayleje01,2017,NBA,28,PHI,PG,3,1,71,5.6,16.2,0.344,1.0,2.5,0.400,4.6,13.7,0.333,0.375,4.6,5.1,0.900,1.5,4.6,6.1,6.6,0.0,0.0,4.6,2.0,16.7
No,Aron Baynes,baynear01,2017,NBA,30,DET,C,75,2,1163,4.4,8.6,0.513,0.0,0.0,,4.4,8.6,0.513,0.513,2.4,2.9,0.840,3.4,6.9,10.3,1.0,0.5,1.2,1.5,5.1,11.3
No,Kent Bazemore,bazemke01,2017,NBA,27,ATL,SF,73,64,1963,5.4,13.2,0.409,1.7,4.9,0.346,3.7,8.3,0.446,0.473,2.2,3.1,0.708,0.8,3.4,4.2,3.2,1.7,1.0,2.3,3.0,14.7
No,Bradley Beal,bealbr01,2017,NBA,23,WAS,SG,77,77,2684,8.5,17.7,0.482,3.0,7.4,0.404,5.6,10.3,0.538,0.566,3.8,4.6,0.825,0.7,2.5,3.2,3.6,1.1,0.3,2.1,2.3,23.9
No,Malik Beasley,beaslma01,2017,NBA,20,DEN,SG,22,1,165,7.2,15.9,0.452,2.0,6.1,0.321,5.2,9.8,0.533,0.514,1.7,2.2,0.800,1.1,2.6,3.7,2.4,1.5,0.0,1.7,2.2,18.1
No,Michael Beasley,beaslmi01,2017,NBA,28,MIL,PF,56,6,935,8.3,15.6,0.532,0.7,1.7,0.419,7.6,14.0,0.545,0.554,3.0,4.0,0.743,1.5,5.9,7.4,2.0,1.0,1.0,2.5,3.5,20.3
No,Marco Belinelli,belinma01,2017,NBA,30,CHO,SG,74,0,1778,5.3,12.5,0.429,2.1,5.7,0.360,3.3,6.7,0.488,0.512,3.0,3.4,0.893,0.3,3.3,3.6,3.0,0.9,0.2,1.4,1.8,15.8
No,DeAndre' Bembry,bembrde01,2017,NBA,22,ATL,SF,38,1,371,4.6,9.5,0.480,0.1,1.7,0.056,4.5,7.8,0.575,0.485,0.6,1.6,0.375,1.4,4.4,5.7,2.7,0.8,0.5,1.6,2.0,9.8
No,Dragan Bender,bendedr01,2017,NBA,19,PHO,PF,43,0,574,3.6,10.1,0.354,1.8,6.3,0.277,1.8,3.8,0.483,0.441,0.3,0.7,0.364,1.4,5.0,6.5,1.4,0.6,1.4,2.0,4.6,9.2
No,Anthony Bennett,bennean01,2017,NBA,23,BRK,PF,23,1,264,5.2,12.5,0.413,1.8,6.5,0.271,3.4,6.0,0.568,0.484,3.5,4.9,0.722,3.4,7.2,10.6,1.6,0.7,0.4,1.6,2.5,15.7
No,Ben Bentil,bentibe01,2017,NBA,21,DAL,PF,3,0,10,0.0,10.8,0.000,0.0,3.6,0.000,0.0,7.2,0.000,0.000,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,3.6,3.6,0.0
No,Dāvis Bertāns,bertada01,2017,NBA,24,SAS,PF,67,6,808,4.6,10.4,0.440,3.1,7.7,0.399,1.5,2.7,0.557,0.588,1.2,1.5,0.824,1.0,3.4,4.4,2.0,0.9,1.2,1.4,3.3,13.5
No,Patrick Beverley,beverpa01,2017,NBA,28,HOU,SG,67,67,2058,4.0,9.5,0.420,1.9,5.0,0.382,2.1,4.5,0.463,0.521,1.3,1.7,0.768,1.7,5.2,6.9,4.9,1.7,0.4,1.7,3.9,11.2
No,Bismack Biyombo,biyombi01,2017,NBA,24,ORL,C,81,27,1793,3.6,6.8,0.528,0.0,0.0,,3.6,6.8,0.528,0.528,2.5,4.7,0.534,3.2,8.2,11.4,1.5,0.5,1.8,1.9,4.1,9.7
No,Nemanja Bjelica,bjeline01,2017,NBA,28,MIN,PF,65,1,1190,4.6,10.8,0.424,1.7,5.4,0.316,2.9,5.4,0.531,0.503,1.4,1.8,0.738,1.7,5.7,7.4,2.4,1.2,0.6,1.8,4.7,12.2
No,Tarik Black,blackta01,2017,NBA,25,LAL,C,67,16,1091,4.9,9.7,0.510,0.0,0.1,0.500,4.9,9.6,0.510,0.512,2.7,3.6,0.752,4.8,6.6,11.3,1.3,1.0,1.5,1.9,5.7,12.6
No,Eric Bledsoe,bledser01,2017,NBA,27,PHO,PG,66,66,2176,7.4,17.1,0.434,1.7,5.1,0.335,5.7,12.0,0.477,0.485,6.4,7.6,0.847,0.9,4.4,5.3,6.9,1.5,0.5,3.7,2.7,23.0
No,Bojan Bogdanović,bogdabo02,2017,NBA,27,2TM,SF,81,54,2083,6.5,14.6,0.445,2.5,6.8,0.367,4.0,7.8,0.512,0.530,3.8,4.2,0.893,0.6,4.1,4.8,1.9,0.6,0.1,2.3,2.5,19.2
No,Bojan Bogdanović,bogdabo02,2017,NBA,27,BRK,SF,55,54,1482,6.5,14.8,0.440,2.4,6.7,0.357,4.1,8.1,0.509,0.521,3.5,4.1,0.874,0.6,4.2,4.8,2.2,0.6,0.1,2.3,2.4,19.0
No,Bojan Bogdanović,bogdabo02,2017,NBA,27,WAS,SF,26,0,601,6.4,14.0,0.457,2.7,6.9,0.391,3.7,7.1,0.521,0.553,4.3,4.6,0.934,0.8,4.0,4.8,1.3,0.6,0.2,2.3,2.8,19.8
No,Andrew Bogut,bogutan01,2017,NBA,32,2TM,C,27,21,583,2.3,5.0,0.469,0.0,0.1,0.000,2.3,4.9,0.475,0.469,0.2,0.7,0.273,3.5,10.0,13.5,3.0,0.8,1.5,2.7,5.3,4.9
No,Andrew Bogut,bogutan01,2017,NBA,32,DAL,C,26,21,582,2.4,5.0,0.469,0.0,0.1,0.000,2.4,4.9,0.475,0.469,0.2,0.7,0.273,3.5,10.0,13.5,3.0,0.8,1.5,2.7,5.2,4.9
No,Andrew Bogut,bogutan01,2017,NBA,32,CLE,C,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0
No,Joel Bolomboy,bolomjo01,2017,NBA,23,UTA,PF,12,0,53,6.1,10.9,0.563,0.7,2.7,0.250,5.4,8.2,0.667,0.594,2.0,4.1,0.500,2.7,8.8,11.5,1.4,0.7,1.4,1.4,0.7,14.9
No,Devin Booker,bookede01,2017,NBA,20,PHO,SG,78,78,2730,8.0,18.9,0.423,1.9,5.3,0.363,6.1,13.5,0.447,0.475,4.8,5.8,0.832,0.6,2.7,3.3,3.5,0.9,0.3,3.2,3.2,22.8
No,Trevor Booker,booketr01,2017,NBA,29,BRK,PF,71,43,1754,6.3,12.1,0.516,0.5,1.6,0.321,5.7,10.5,0.546,0.537,1.5,2.3,0.673,2.9,8.8,11.7,2.8,1.5,0.6,2.6,3.1,14.6
No,Avery Bradley,bradlav01,2017,NBA,26,BOS,SG,55,55,1835,7.0,15.2,0.463,2.1,5.4,0.390,4.9,9.8,0.504,0.533,1.3,1.8,0.731,1.3,5.3,6.6,2.4,1.3,0.2,1.7,2.8,17.5
No,Corey Brewer,breweco01,2017,NBA,30,2TM,SF,82,11,1281,4.1,9.8,0.422,0.8,3.3,0.229,3.4,6.5,0.522,0.461,1.4,1.9,0.735,0.9,3.8,4.7,2.7,1.7,0.6,1.5,3.7,10.4
No,Corey Brewer,breweco01,2017,NBA,30,HOU,SF,58,8,923,3.7,8.9,0.414,0.9,3.7,0.234,2.8,5.2,0.541,0.463,1.2,1.7,0.727,0.8,3.6,4.4,2.4,1.4,0.5,1.4,4.1,9.4
No,Corey Brewer,breweco01,2017,NBA,30,LAL,SF,24,3,358,5.3,12.2,0.438,0.5,2.4,0.208,4.8,9.8,0.495,0.459,1.8,2.4,0.750,1.1,4.1,5.2,3.6,2.4,0.8,1.9,2.9,13.0
No,Malcolm Brogdon,brogdma01,2017,NBA,24,MIL,SG,75,28,1982,5.3,11.5,0.457,1.4,3.5,0.404,3.9,8.0,0.480,0.518,2.0,2.3,0.865,0.9,3.0,3.9,5.8,1.5,0.2,2.1,2.5,13.9
No,Aaron Brooks,brookaa01,2017,NBA,32,IND,PG,65,0,894,4.9,12.1,0.403,1.9,5.2,0.375,2.9,6.9,0.424,0.483,1.3,1.6,0.800,0.7,2.1,2.8,5.0,1.0,0.4,2.7,3.7,13.0
No,Anthony Brown,brownan02,2017,NBA,24,2TM,SF,11,0,159,4.1,11.3,0.360,1.6,6.1,0.259,2.5,5.2,0.478,0.430,0.0,0.0,,1.8,5.7,7.5,1.8,1.1,0.2,1.4,3.4,9.7
No,Anthony Brown,brownan02,2017,NBA,24,NOP,SF,9,0,143,3.5,10.3,0.341,1.5,6.0,0.250,2.0,4.3,0.471,0.415,0.0,0.0,,1.5,5.0,6.5,1.5,1.3,0.3,1.3,3.3,8.6
No,Anthony Brown,brownan02,2017,NBA,24,ORL,SF,2,0,16,9.0,20.3,0.444,2.3,6.8,0.333,6.8,13.5,0.500,0.500,0.0,0.0,,4.5,11.3,15.8,4.5,0.0,0.0,2.3,4.5,20.3
No,Bobby Brown,brownbo02,2017,NBA,32,HOU,PG,25,0,123,6.7,17.6,0.383,4.1,10.2,0.400,2.6,7.3,0.360,0.500,0.6,0.6,1.000,0.0,1.8,1.8,4.1,0.3,0.0,1.5,1.5,18.1
No,Jaylen Brown,brownja02,2017,NBA,20,BOS,SF,78,20,1341,5.2,11.4,0.454,1.2,3.6,0.341,3.9,7.7,0.507,0.508,2.3,3.3,0.685,1.2,4.7,5.9,1.7,0.9,0.5,1.8,3.8,13.8
No,Nicolás Brussino,brussni01,2017,NBA,23,DAL,SG,54,2,521,3.6,9.7,0.369,2.0,6.6,0.305,1.6,3.2,0.500,0.472,1.2,1.5,0.773,1.8,4.8,6.6,3.2,1.2,0.6,1.8,3.0,10.4
No,Reggie Bullock,bullore01,2017,NBA,25,DET,SF,31,5,467,4.2,9.9,0.422,2.2,5.6,0.384,2.0,4.2,0.473,0.531,0.4,0.5,0.714,1.0,3.9,4.9,2.2,1.4,0.2,0.8,1.7,10.9
No,Trey Burke,burketr01,2017,NBA,24,WAS,PG,57,0,703,5.9,13.1,0.455,1.6,3.6,0.443,4.4,9.5,0.459,0.516,1.1,1.5,0.759,0.4,2.0,2.4,5.1,0.6,0.3,2.5,2.8,14.6
No,Alec Burks,burksal01,2017,NBA,25,UTA,SG,42,0,653,5.5,13.7,0.399,1.4,4.2,0.329,4.1,9.5,0.430,0.450,3.3,4.3,0.769,0.9,5.7,6.6,1.7,1.0,0.3,1.9,2.8,15.6
No,Jimmy Butler,butleji01,2017,NBA,27,CHI,SF,76,75,2809,7.3,16.0,0.455,1.2,3.2,0.367,6.1,12.9,0.477,0.492,7.5,8.7,0.865,1.7,4.4,6.0,5.3,1.8,0.4,2.0,1.4,23.3
No,Bruno Caboclo,cabocbr01,2017,NBA,21,TOR,SF,9,0,40,5.4,14.4,0.375,1.8,5.4,0.333,3.6,9.0,0.400,0.438,0.0,0.0,,4.5,4.5,9.0,3.6,1.8,0.9,1.8,3.6,12.6
No,José Calderón,caldejo01,2017,NBA,35,2TM,PG,41,13,539,3.7,8.9,0.410,1.3,4.3,0.313,2.3,4.7,0.500,0.485,0.7,0.8,0.917,1.0,3.9,4.9,5.9,0.7,0.1,2.7,2.4,9.4
No,José Calderón,caldejo01,2017,NBA,35,LAL,PG,24,11,292,3.9,9.5,0.416,1.5,4.2,0.353,2.5,5.3,0.465,0.494,0.5,0.5,1.000,1.0,4.2,5.2,6.3,0.9,0.1,3.2,2.7,9.9
No,José Calderón,caldejo01,2017,NBA,35,ATL,PG,17,2,247,3.4,8.3,0.404,1.2,4.4,0.267,2.2,3.9,0.556,0.474,1.0,1.2,0.875,1.0,3.6,4.7,5.4,0.6,0.0,2.2,2.0,8.9
No,Kentavious Caldwell-Pope,caldwke01,2017,NBA,23,DET,SG,76,75,2529,5.3,13.2,0.399,2.2,6.2,0.350,3.1,7.0,0.442,0.481,2.2,2.6,0.832,0.8,2.7,3.5,2.7,1.3,0.2,1.2,1.7,14.9
No,Isaiah Canaan,canaais01,2017,NBA,25,CHI,SG,39,0,592,3.8,10.5,0.364,1.5,5.7,0.266,2.3,4.8,0.481,0.436,1.8,2.0,0.909,0.4,2.7,3.0,2.3,1.3,0.1,1.3,2.1,11.0
No,Clint Capela,capelca01,2017,NBA,22,HOU,C,65,59,1551,8.4,13.1,0.643,0.0,0.0,,8.4,13.1,0.643,0.643,2.2,4.1,0.531,4.1,8.1,12.2,1.5,0.8,1.8,2.0,4.2,19.0
No,DeMarre Carroll,carrode01,2017,NBA,30,TOR,SF,72,72,1882,4.2,10.5,0.400,2.1,6.1,0.341,2.1,4.4,0.483,0.499,1.7,2.2,0.761,1.2,4.1,5.3,1.4,1.5,0.5,1.0,2.7,12.2
No,Michael Carter-Williams,cartemi01,2017,NBA,25,CHI,PG,45,19,846,4.8,13.0,0.366,0.6,2.7,0.234,4.1,10.3,0.401,0.391,2.5,3.3,0.753,1.0,5.5,6.5,4.8,1.6,1.0,2.8,4.3,12.6
No,Vince Carter,cartevi01,2017,NBA,40,MEM,SF,73,15,1799,3.9,9.8,0.394,2.2,5.9,0.378,1.6,3.9,0.418,0.508,1.8,2.3,0.765,0.7,3.8,4.5,2.7,1.2,0.7,1.0,3.3,11.7
No,Omri Casspi,casspom01,2017,NBA,28,3TM,PF,36,2,643,4.3,9.2,0.470,0.8,2.4,0.349,3.5,6.8,0.512,0.515,1.0,1.6,0.586,1.5,4.8,6.3,2.1,1.3,0.2,1.6,2.8,10.4
